U(kt) FSum N PF(DU) F GSum N PG(DU) G G-F Widom 
40.5073 39 1058400 3.68481e-05 -30.4624 0 2508800 2.22507e-308 -688.143 -657.68 7.95062 
41.0074 41 1058400 3.87377e-05 -30.6624 0 2508800 2.22507e-308 -687.893 -657.23 7.95062 
41.5075 41 1058400 3.87377e-05 -30.9124 0 2508800 2.22507e-308 -687.643 -656.73 7.95062 
42.0076 43 1058400 4.06274e-05 -31.1149 0 2508800 2.22507e-308 -687.393 -656.278 7.95062 
42.5077 50 1058400 4.72411e-05 -31.2141 0 2508800 2.22507e-308 -687.143 -655.929 7.95062 
43.0077 51 1058400 4.81859e-05 -31.4443 0 2508800 2.22507e-308 -686.893 -655.448 7.95062 
43.5078 34 1058400 3.2124e-05 -32.0998 0 2508800 2.22507e-308 -686.643 -654.543 7.95062 
44.0079 36 1058400 3.40136e-05 -32.2927 0 2508800 2.22507e-308 -686.392 -654.1 7.95062 
44.508 39 1058400 3.68481e-05 -32.4627 0 2508800 2.22507e-308 -686.142 -653.68 7.95062 
45.0081 40 1058400 3.77929e-05 -32.6874 0 2508800 2.22507e-308 -685.892 -653.205 7.95062 
45.5082 47 1058400 4.44067e-05 -32.7762 0 2508800 2.22507e-308 -685.642 -652.866 7.95062 
46.0083 57 1058400 5.38549e-05 -32.8334 0 2508800 2.22507e-308 -685.392 -652.559 7.95062 
46.5084 45 1058400 4.2517e-05 -33.3198 0 2508800 2.22507e-308 -685.142 -651.822 7.95062 
47.0085 64 1058400 6.04686e-05 -33.2176 0 2508800 2.22507e-308 -684.892 -651.675 7.95062 
47.5086 55 1058400 5.19652e-05 -33.6192 0 2508800 2.22507e-308 -684.642 -651.023 7.95062 
48.0086 43 1058400 4.06274e-05 -34.1154 0 2508800 2.22507e-308 -684.392 -650.277 7.95062 
48.5087 54 1058400 5.10204e-05 -34.1377 0 2508800 2.22507e-308 -684.142 -650.004 7.95062 
49.0088 66 1058400 6.23583e-05 -34.187 0 2508800 2.22507e-308 -683.892 -649.705 7.95062 
49.5089 54 1058400 5.10204e-05 -34.6377 0 2508800 2.22507e-308 -683.642 -649.004 7.95062 
